pumpControl,pressure,state
31,13,normal
73,3,hose_break
80,66,normal
68,47,normal
93,100,normal
7,0,normal
79,57,normal
100,95,normal
96,100,overload
22,4,normal
100,100,overload
79,83,overload
94,100,overload
42,49,normal
81,75,normal
87,79,normal
78,83,overload
41,14,normal
52,57,normal
100,2,hose_break
68,51,normal
79,85,overload
99,100,overload
84,8,hose_break
36,20,normal
59,41,normal
47,44,normal
89,90,overload
74,69,normal
2,13,normal
56,44,normal
26,29,normal
80,89,normal
74,63,normal
13,36,normal
26,41,normal
51,31,normal
29,26,normal
28,22,normal
74,67,normal
95,81,normal
17,6,normal
63,56,normal
55,55,normal
90,55,normal
19,26,normal
60,55,normal
81,88,normal
92,78,normal
89,95,overload
80,84,overload
24,26,normal
59,34,normal
86,90,overload
77,85,overload
17,0,normal
28,26,normal
40,49,normal
80,83,normal
99,100,overload
57,61,normal
92,100,overload
100,91,normal
72,71,normal
4,0,normal
23,17,normal
22,24,normal
13,11,normal
68,72,normal
24,29,normal
31,35,normal
41,42,normal
30,28,normal
95,100,overload
97,97,normal
39,38,normal
73,57,normal
58,52,normal
83,83,overload
43,51,normal
81,92,overload
40,27,normal
79,64,normal
91,95,normal
90,74,normal
85,61,normal
6,0,normal
49,41,normal
32,24,normal
81,69,normal
86,84,normal
86,71,normal
69,66,normal
95,74,normal
88,100,overload
65,48,normal
83,91,overload
81,71,normal
92,100,overload
75,75,normal
13,7,normal
71,72,normal
25,34,normal
88,77,normal
85,94,normal
38,37,normal
55,46,normal
19,18,normal
61,72,normal
46,45,normal
93,100,overload
10,13,normal
93,100,overload
81,17,hose_break
73,63,normal
89,70,normal
4,4,normal
91,100,overload
27,34,normal
39,27,normal
78,85,overload
98,85,normal
37,19,normal
88,90,overload
44,39,normal
88,100,overload
13,13,normal
60,48,normal
85,100,overload
19,13,normal
96,100,overload
46,59,normal
25,23,normal
32,45,normal
88,19,hose_break
43,36,normal
76,86,overload
20,3,normal
75,80,overload
92,87,normal
79,90,overload
12,12,normal
93,80,normal
43,39,normal
35,21,normal
37,47,normal
11,17,normal
3,1,normal
81,68,normal
34,49,normal
51,39,normal
87,76,normal
99,100,normal
87,96,overload
100,100,overload
96,1,hose_break
71,49,normal
82,68,normal
34,19,normal
23,12,normal
76,84,overload
79,8,hose_break
38,20,normal
88,79,normal
83,95,overload
77,80,overload
32,18,normal
75,15,hose_break
12,1,normal
76,85,overload
91,86,normal
55,44,normal
77,83,overload
86,79,normal
1,16,normal
94,85,normal
91,75,normal
29,17,normal
38,43,normal
16,0,normal
69,56,normal
50,36,normal
80,79,normal
79,93,overload
55,47,normal
41,29,normal
4,2,normal
76,85,overload
75,7,hose_break
95,89,normal
77,81,overload
100,100,overload
83,88,overload
63,52,normal
94,81,normal
92,85,normal
81,81,normal
72,6,hose_break
83,84,overload
14,25,normal
88,16,hose_break
38,31,normal
23,17,normal
30,38,normal
70,79,normal
36,27,normal
47,47,normal
80,68,normal
69,70,normal
2,0,normal
76,89,overload
61,48,normal
8,0,normal
78,83,overload
91,79,normal
0,0,normal
82,89,overload
98,3,hose_break
97,93,normal
55,41,normal
89,95,normal
19,41,normal
79,85,overload
37,39,normal
76,72,normal
74,65,normal
60,51,normal
22,3,normal
75,66,normal
34,38,normal
97,81,normal
80,18,hose_break
89,83,overload
94,100,overload
43,49,normal
85,88,normal
95,79,normal
91,100,overload
85,82,normal
82,1,hose_break
40,30,normal
75,86,normal
36,21,normal
93,10,hose_break
20,22,normal
29,24,normal
21,35,normal
97,78,normal
90,55,normal
53,37,normal
45,48,normal
12,18,normal
96,99,overload
55,54,normal
60,46,normal
73,47,normal
65,67,normal
76,88,overload
90,96,overload
85,99,overload
34,29,normal
87,79,normal
85,75,normal
18,4,normal
71,61,normal
54,36,normal
21,24,normal
4,9,normal
86,58,normal
67,66,normal
72,63,normal
99,100,overload
76,84,overload
73,62,normal
53,40,normal
87,12,hose_break
79,94,overload
97,72,normal
73,66,normal
59,54,normal
19,28,normal
60,69,normal
49,23,normal
52,50,normal
80,85,overload
77,87,overload
86,90,overload
27,43,normal
56,55,normal
93,81,normal
50,56,normal
71,9,hose_break
33,21,normal
98,0,hose_break
55,48,normal
8,24,normal
98,100,normal
23,24,normal
48,35,normal
10,7,normal
84,68,normal
50,38,normal
77,70,normal
12,4,normal
75,88,overload
26,21,normal
42,37,normal
58,46,normal
57,38,normal
10,0,normal
37,35,normal
100,100,overload
100,17,hose_break
60,43,normal
63,66,normal
86,100,overload
28,24,normal
32,37,normal
61,54,normal
55,41,normal
97,100,overload
89,93,overload
1,1,normal
97,100,normal
8,0,normal
68,62,normal
78,89,overload
58,47,normal
88,93,normal
65,61,normal
13,19,normal
83,95,overload
30,38,normal
18,14,normal
22,35,normal
62,54,normal
47,39,normal
14,9,normal
77,65,normal
42,34,normal
75,82,overload
45,41,normal
8,7,normal
54,46,normal
96,100,overload
78,86,overload
36,36,normal
94,75,normal
70,50,normal
94,100,overload
6,13,normal
39,25,normal
99,78,normal
91,100,overload
86,92,overload
87,71,normal
94,97,overload
39,24,normal
94,100,overload
23,19,normal
84,3,hose_break
35,28,normal
40,37,normal
89,73,normal
15,30,normal
42,47,normal
91,8,hose_break
88,95,overload
37,34,normal
100,8,hose_break
50,47,normal
58,57,normal
80,70,normal
87,100,overload
38,26,normal
89,97,overload
42,35,normal
96,100,overload
56,31,normal
47,43,normal
86,67,normal
13,5,normal
30,25,normal
22,34,normal
16,18,normal
34,28,normal
99,75,normal
90,80,normal
46,31,normal
18,26,normal
76,83,overload
61,43,normal
43,37,normal
54,57,normal
84,7,hose_break
89,77,normal
62,63,normal
99,100,overload
45,46,normal
28,8,normal
28,31,normal
40,28,normal
15,14,normal
44,22,normal
31,28,normal
8,5,normal
57,55,normal
98,100,overload
77,8,hose_break
69,62,normal
74,86,normal
40,58,normal
17,40,normal
22,19,normal
54,50,normal
100,100,normal
61,67,normal
17,9,normal
38,25,normal
78,51,normal
48,46,normal
80,16,hose_break
24,35,normal
80,80,overload
0,0,normal
65,29,normal
97,93,normal
89,100,overload
58,54,normal
72,57,normal
46,39,normal
39,31,normal
100,100,overload
99,100,overload
98,100,overload
97,68,normal
53,41,normal
69,71,normal
5,0,normal
4,0,normal
31,15,normal
49,34,normal
79,19,hose_break
41,31,normal
44,42,normal
81,89,overload
92,100,overload
77,92,overload
92,100,overload
74,60,normal
21,17,normal
21,30,normal
13,6,normal
91,94,overload
55,45,normal
24,14,normal
21,35,normal
21,11,normal
81,7,hose_break
100,100,overload
88,92,overload
78,71,normal
36,33,normal
91,6,hose_break
6,0,normal
70,53,normal
77,78,normal
29,20,normal
45,49,normal
100,4,hose_break
66,70,normal
88,18,hose_break
15,17,normal
27,39,normal
47,50,normal
98,98,overload
57,54,normal
76,94,overload
23,1,normal
18,15,normal
88,91,overload
46,32,normal
13,5,normal
78,73,normal
81,68,normal
65,61,normal
96,100,overload
46,51,normal
53,48,normal
8,3,normal
43,42,normal
13,0,normal
69,57,normal
10,13,normal
14,13,normal
47,52,normal
10,17,normal
83,78,normal
91,98,overload
85,90,overload
95,96,normal
71,67,normal
77,80,overload
64,67,normal
34,33,normal
2,0,normal
93,100,overload
98,93,normal
98,100,normal
12,24,normal
91,97,overload
36,31,normal
83,70,normal
5,22,normal
43,46,normal
64,57,normal
31,20,normal
100,100,overload
36,10,normal
68,57,normal
66,49,normal
31,37,normal
12,7,normal
90,99,overload
87,77,normal
46,51,normal
77,89,overload
24,26,normal
42,40,normal
19,1,normal
10,6,normal
34,42,normal
55,51,normal
58,49,normal
18,11,normal
5,0,normal
90,99,overload
82,67,normal
83,96,overload
82,81,overload
2,9,normal
58,66,normal
94,98,overload
35,37,normal
12,14,normal
86,69,normal
97,75,normal
10,13,normal
82,92,normal
78,82,normal
71,70,normal
28,29,normal
64,59,normal
3,1,normal
90,100,overload
79,82,overload
81,93,overload
21,18,normal
78,85,overload
92,99,normal
14,0,normal
15,20,normal
69,76,normal
31,33,normal
45,42,normal
29,25,normal
29,34,normal
25,2,normal
92,87,normal
77,83,overload
92,100,overload
95,90,normal
68,51,normal
30,21,normal
9,21,normal
74,2,hose_break
64,54,normal
19,30,normal
88,90,overload
68,71,normal
26,38,normal
76,88,overload
57,50,normal
84,86,normal
98,100,normal
99,78,normal
80,79,normal
10,10,normal
38,35,normal
63,39,normal
83,81,overload
76,69,normal
92,5,hose_break
6,4,normal
27,26,normal
72,72,normal
25,36,normal
14,0,normal
83,81,normal
40,23,normal
60,51,normal
82,78,normal
100,83,normal
66,50,normal
97,87,normal
80,80,normal
13,6,normal
77,80,overload
27,19,normal
8,18,normal
34,30,normal
42,38,normal
16,11,normal
5,2,normal
12,18,normal
50,46,normal
96,100,overload
94,100,overload
17,28,normal
7,0,normal
81,10,hose_break
100,100,normal
43,37,normal
95,100,overload
41,39,normal
61,43,normal
14,30,normal
9,0,normal
74,59,normal
32,16,normal
99,100,overload
86,74,normal
76,78,normal
14,0,normal
52,69,normal
0,16,normal
86,91,overload
73,72,normal
59,47,normal
21,25,normal
95,8,hose_break
26,10,normal
87,72,normal
49,63,normal
20,3,normal
100,100,overload
48,70,normal
92,76,normal
80,89,normal
59,49,normal
49,42,normal
24,7,normal
92,86,normal
53,46,normal
91,94,overload
37,34,normal
10,0,normal
78,91,normal
22,16,normal
93,72,normal
71,69,normal
8,0,normal
100,100,overload
59,62,normal
77,80,overload
72,72,normal
78,80,normal
98,100,overload
77,80,overload
99,81,normal
39,44,normal
21,30,normal
24,15,normal
23,4,normal
1,0,normal
0,0,normal
68,58,normal
79,88,overload
95,100,overload
62,57,normal
31,40,normal
81,66,normal
40,34,normal
77,75,normal
87,98,overload
20,23,normal
94,17,hose_break
82,90,overload
58,40,normal
65,58,normal
94,81,normal
67,39,normal
50,66,normal
7,6,normal
77,89,normal
49,48,normal
75,17,hose_break
61,45,normal
15,13,normal
7,11,normal
63,64,normal
96,100,overload
98,57,normal
76,69,normal
13,31,normal
9,28,normal
42,43,normal
13,7,normal
72,67,normal
35,23,normal
79,77,normal
81,82,overload
72,67,normal
12,21,normal
43,43,normal
76,59,normal
73,10,hose_break
96,100,overload
99,100,overload
54,59,normal
49,40,normal
47,54,normal
84,75,normal
40,34,normal
57,30,normal
24,20,normal
83,98,overload
10,0,normal
46,36,normal
82,89,overload
54,47,normal
55,41,normal
99,7,hose_break
26,2,normal
81,97,overload
80,86,overload
93,100,overload
78,66,normal
83,84,overload
74,69,normal
5,0,normal
88,83,normal
84,87,overload
98,2,hose_break
75,9,hose_break
8,18,normal
19,23,normal
55,47,normal
27,34,normal
99,100,normal
26,19,normal
11,11,normal
0,0,normal
82,97,overload
15,5,normal
93,10,hose_break
7,0,normal
70,2,hose_break
85,94,overload
80,77,normal
47,34,normal
97,15,hose_break
16,11,normal
51,69,normal
99,100,overload
58,45,normal
6,5,normal
18,9,normal
96,100,overload
79,81,overload
37,25,normal
81,80,overload
100,1,hose_break
14,9,normal
5,0,normal
84,77,normal
51,71,normal
17,26,normal
19,25,normal
21,2,normal
11,15,normal
30,33,normal
13,16,normal
64,49,normal
79,72,normal
15,17,normal
81,86,overload
76,86,overload
71,71,normal
65,56,normal
72,18,hose_break
81,84,overload
5,0,normal
87,94,overload
35,21,normal
78,65,normal
37,37,normal
81,3,hose_break
94,14,hose_break
79,82,overload
89,2,hose_break
99,86,normal
78,83,normal
92,64,normal
87,3,hose_break
38,38,normal
65,68,normal
87,79,normal
74,57,normal
76,57,normal
80,75,normal
72,64,normal
79,82,overload
34,30,normal
89,96,overload
62,65,normal
21,23,normal
12,8,normal
100,100,overload
96,100,overload
77,84,overload
30,13,normal
99,100,overload
6,27,normal
65,70,normal
25,32,normal
19,13,normal
96,100,overload
72,68,normal
76,11,hose_break
87,83,normal
45,39,normal
14,17,normal
32,27,normal
87,75,normal
77,88,overload
73,76,normal
44,32,normal
49,38,normal
86,100,overload
37,37,normal
81,50,normal
36,52,normal
27,27,normal
28,26,normal
58,55,normal
90,0,hose_break
62,85,normal
84,95,overload
8,0,normal
5,0,normal
3,5,normal
85,4,hose_break
75,85,normal
16,12,normal
82,83,overload
24,35,normal
95,8,hose_break
7,19,normal
27,24,normal
71,66,normal
0,0,normal
57,51,normal
98,100,overload
86,97,overload
99,100,overload
47,44,normal
77,9,hose_break
46,23,normal
79,92,overload
50,49,normal
34,40,normal
94,86,normal
86,0,hose_break
24,30,normal
46,50,normal
75,88,normal
28,16,normal
85,94,overload
75,67,normal
33,11,normal
44,43,normal
89,88,normal
20,14,normal
31,35,normal
51,55,normal
40,32,normal
20,0,normal
98,100,overload
76,71,normal
46,41,normal
5,0,normal
15,0,normal
99,100,overload
90,100,overload
72,80,normal
56,51,normal
55,32,normal
75,83,overload
73,66,normal
89,95,overload
97,79,normal
55,49,normal
96,100,overload
19,14,normal
89,8,hose_break
4,0,normal
92,97,overload
95,93,normal
5,0,normal
54,55,normal
83,86,normal
91,100,overload
11,17,normal
53,50,normal
48,33,normal
62,62,normal
38,34,normal
42,45,normal
30,42,normal
41,33,normal
75,80,overload
22,13,normal
8,13,normal
47,48,normal
98,100,overload
97,100,overload
95,100,overload
85,76,normal
23,35,normal
96,100,overload
21,13,normal
95,100,overload
85,87,normal
87,18,hose_break
99,100,overload
89,68,normal
46,29,normal
81,77,normal
97,86,normal
8,0,normal
56,38,normal
44,39,normal
33,55,normal
0,6,normal
76,59,normal
5,18,normal
94,98,overload
58,46,normal
79,93,overload
56,40,normal
39,50,normal
0,0,normal
77,87,overload
82,91,overload
84,97,overload
99,100,overload
74,69,normal
41,30,normal
47,40,normal
30,41,normal
38,38,normal
82,93,overload
11,12,normal
90,98,overload
53,30,normal
81,85,normal
52,54,normal
83,91,overload
96,15,hose_break
25,14,normal
37,39,normal
50,39,normal
41,40,normal
48,56,normal
79,87,overload
81,78,normal
70,81,normal
85,95,overload
52,38,normal
64,64,normal
88,1,hose_break
45,37,normal
76,68,normal
98,100,overload
81,93,overload
98,100,overload
69,58,normal
79,90,overload
81,81,overload
32,23,normal
13,17,normal
44,22,normal
35,36,normal
76,71,normal
33,23,normal
78,88,overload
34,24,normal
6,12,normal
78,87,overload
81,93,overload
56,71,normal
23,24,normal
87,89,normal
1,0,normal
37,39,normal
7,0,normal
79,77,normal
94,11,hose_break
92,13,hose_break
35,20,normal
81,78,normal
75,50,normal
38,30,normal
82,55,normal
99,100,overload
91,87,normal
77,88,overload
96,100,overload
97,100,overload
86,93,overload
23,30,normal
7,0,normal
96,100,overload
9,0,normal
83,90,overload
22,33,normal
94,74,normal
56,45,normal
95,87,normal
87,68,normal
87,87,overload
56,43,normal
82,96,overload
57,49,normal
100,79,normal
16,4,normal
16,23,normal
91,75,normal
98,92,normal
83,89,overload
73,17,hose_break
91,98,overload
29,14,normal
74,69,normal
5,4,normal
35,37,normal
31,0,normal
93,100,overload
55,53,normal
83,66,normal
32,12,normal
47,36,normal
86,1,hose_break
11,6,normal
22,0,normal
95,98,overload
74,48,normal
31,19,normal
95,100,overload
13,26,normal
23,19,normal
52,65,normal
98,82,normal
21,24,normal
68,68,normal
8,5,normal
51,41,normal
62,45,normal
79,85,overload
86,88,overload
90,100,overload
78,18,hose_break
64,42,normal
7,6,normal
30,18,normal
85,95,overload
96,73,normal
50,47,normal
34,23,normal
86,64,normal
19,14,normal
77,78,normal
20,10,normal
32,35,normal
94,84,normal
80,83,overload
88,94,overload
46,39,normal
90,56,normal
81,58,normal
20,13,normal
3,0,normal
5,12,normal
23,24,normal
48,46,normal
42,30,normal
17,5,normal
38,36,normal
85,97,overload
94,100,normal
3,14,normal
40,49,normal
64,67,normal
32,27,normal
13,3,normal
99,99,overload
77,66,normal
50,54,normal
87,72,normal
67,61,normal
77,63,normal
13,15,normal
2,0,normal
76,42,normal
0,0,normal
82,79,normal
68,39,normal
93,100,overload
40,41,normal
96,72,normal
12,20,normal
85,90,normal
47,30,normal
80,84,overload
82,10,hose_break
44,41,normal
75,72,normal
3,8,normal
19,24,normal
96,100,overload
85,70,normal
47,24,normal
15,5,normal
8,0,normal
93,100,normal
92,91,normal
34,26,normal
79,87,overload
96,100,overload
38,46,normal
53,41,normal
81,65,normal
28,25,normal
87,64,normal
24,19,normal
75,61,normal
55,54,normal
87,100,overload
4,3,normal
15,14,normal
67,66,normal
59,36,normal
45,35,normal
86,98,overload
54,59,normal
39,41,normal
65,73,normal
2,0,normal
80,93,overload
53,47,normal
93,65,normal
12,0,normal
81,76,normal
91,79,normal
95,100,normal
78,72,normal
13,7,normal
50,45,normal
79,84,overload
43,27,normal
62,55,normal
79,82,overload
57,59,normal
74,86,normal
33,25,normal
48,58,normal
65,43,normal
8,16,normal
9,10,normal
12,15,normal
36,44,normal
76,85,overload
81,81,overload
76,87,overload
2,6,normal
42,34,normal
72,63,normal
19,24,normal
52,48,normal
89,95,overload
91,82,normal
97,100,overload
82,9,hose_break
72,5,hose_break
32,27,normal
46,43,normal
67,59,normal
74,54,normal
87,93,normal
12,21,normal
99,100,overload
81,86,overload
99,100,overload
80,92,overload
44,52,normal
10,14,normal
97,84,normal
96,100,overload
52,27,normal
58,48,normal
92,8,hose_break
63,67,normal
5,14,normal
86,60,normal
24,18,normal
87,94,overload
75,76,normal
9,10,normal
77,69,normal
21,3,normal
41,36,normal
78,62,normal
98,100,overload
59,53,normal
61,31,normal
56,63,normal
79,80,overload
82,62,normal
77,70,normal
98,18,hose_break
37,33,normal
11,0,normal
94,78,normal
85,89,overload
38,32,normal
79,94,overload
26,11,normal
61,55,normal
89,99,overload
92,84,normal
95,80,normal
30,23,normal
90,79,normal
44,39,normal
76,80,overload
47,47,normal
61,58,normal
43,47,normal
82,55,normal
4,6,normal
90,17,hose_break
16,18,normal
92,85,normal
26,20,normal
55,55,normal
5,0,normal
19,13,normal
67,57,normal
84,80,overload
32,29,normal
75,84,overload
43,34,normal
9,15,normal
76,81,normal
5,23,normal
74,12,hose_break
20,48,normal
28,28,normal
99,16,hose_break
72,52,normal
98,87,normal
16,0,normal
64,55,normal
13,0,normal
89,74,normal
4,13,normal
3,0,normal
97,68,normal
36,34,normal
76,80,overload
99,100,overload
24,6,normal
93,100,overload
76,80,overload
74,60,normal
19,2,normal
87,81,normal
99,97,overload
23,23,normal
5,12,normal
53,34,normal
95,100,normal
49,35,normal
51,42,normal
87,87,overload
71,62,normal
4,8,normal
50,32,normal
76,70,normal
99,92,normal
86,98,overload
54,47,normal
37,45,normal
87,89,overload
90,84,normal
68,53,normal
90,100,overload
12,11,normal
40,27,normal
59,51,normal
17,6,normal
100,11,hose_break
69,55,normal
98,85,normal
28,43,normal
2,0,normal
81,55,normal
6,8,normal
79,88,overload
25,29,normal
6,12,normal
40,53,normal
36,39,normal
98,77,normal
17,0,normal
45,59,normal
25,21,normal
89,100,overload
30,18,normal
69,68,normal
85,88,overload
37,8,normal
10,19,normal
92,94,overload
28,11,normal
80,87,overload
2,0,normal
22,21,normal
28,28,normal
7,0,normal
13,0,normal
71,76,normal
56,58,normal
11,0,normal
54,32,normal
61,50,normal
88,65,normal
25,17,normal
84,7,hose_break
92,68,normal
38,19,normal
84,87,normal
33,45,normal
82,48,normal
50,48,normal
67,40,normal
78,82,overload
44,13,normal
68,60,normal
42,38,normal
81,77,normal
11,0,normal
89,92,overload
86,73,normal
90,10,hose_break
84,80,normal
12,12,normal
95,74,normal
41,46,normal
93,67,normal
95,19,hose_break
2,4,normal
96,100,overload
28,32,normal
5,0,normal
37,62,normal
73,68,normal
35,45,normal
55,67,normal
64,54,normal
12,8,normal
22,32,normal
93,100,overload
79,60,normal
39,17,normal
19,18,normal
99,82,normal
16,21,normal
71,58,normal
99,8,hose_break
92,100,overload
86,91,overload
75,10,hose_break
53,53,normal
67,68,normal
77,84,overload
90,99,normal
98,100,overload
89,96,overload
14,15,normal
72,52,normal
92,92,normal
39,47,normal
75,82,overload
68,50,normal
42,39,normal
7,23,normal
19,22,normal
90,88,normal
11,19,normal
17,3,normal
90,97,overload
92,100,overload
18,1,normal
21,30,normal
31,13,normal
45,34,normal
32,39,normal
89,96,overload
79,87,overload
65,78,normal
98,100,overload
75,66,normal
87,87,overload
99,98,normal
67,59,normal
62,52,normal
5,4,normal
33,25,normal
44,32,normal
69,56,normal
85,4,hose_break
32,21,normal
78,86,overload
7,12,normal
76,75,normal
72,62,normal
91,100,overload
3,15,normal
50,50,normal
36,41,normal
69,48,normal
87,90,normal
56,43,normal
89,97,normal
58,80,normal
75,90,normal
48,49,normal
9,15,normal
31,36,normal
30,23,normal
59,58,normal
94,76,normal
69,79,normal
34,37,normal
35,44,normal
4,4,normal
94,100,overload
86,16,hose_break
3,0,normal
86,91,overload
76,82,overload
99,96,normal
55,53,normal
14,15,normal
9,15,normal
54,47,normal
88,100,overload
21,21,normal
67,62,normal
16,7,normal
94,100,overload
60,35,normal
17,6,normal
92,100,overload
15,5,normal
83,4,hose_break
75,71,normal
81,91,overload
77,80,overload
39,44,normal
63,69,normal
28,16,normal
93,100,overload
88,91,overload
32,37,normal
33,29,normal
88,96,overload
46,20,normal
93,82,normal
75,89,overload
80,99,overload
43,51,normal
75,86,overload
94,79,normal
26,17,normal
3,0,normal
10,5,normal
72,60,normal
2,8,normal
80,80,overload
52,43,normal
77,18,hose_break
98,98,overload
38,43,normal
41,33,normal
97,100,overload
95,92,normal
9,0,normal
20,4,normal
97,100,overload
15,35,normal
69,52,normal
38,36,normal
83,1,hose_break
46,51,normal
82,85,normal
49,47,normal
78,90,overload
29,32,normal
50,27,normal
81,81,overload
13,0,normal
98,98,normal
19,4,normal
75,80,overload
96,100,overload
54,58,normal
91,100,overload
76,80,overload
5,26,normal
89,61,normal
10,3,normal
85,96,overload
31,17,normal
85,16,hose_break
44,36,normal
87,98,overload
87,99,overload
26,25,normal
22,29,normal
27,19,normal
49,56,normal
88,89,normal
4,0,normal
0,7,normal
78,80,overload
11,27,normal
71,53,normal
79,90,overload
87,73,normal
78,74,normal
77,65,normal
60,41,normal
12,2,normal
88,87,overload
48,54,normal
36,39,normal
16,17,normal
38,37,normal
73,55,normal
94,86,normal
5,0,normal
98,100,overload
83,78,normal
78,81,overload
47,38,normal
60,53,normal
90,76,normal
100,100,overload
91,86,normal
88,100,overload
71,72,normal
20,24,normal
22,9,normal
44,46,normal
45,47,normal
80,76,normal
23,30,normal
27,17,normal
82,88,overload
21,27,normal
10,8,normal
72,58,normal
93,86,normal
89,100,overload
81,85,overload
70,83,normal
80,84,overload
68,59,normal
62,71,normal
86,94,overload
85,86,normal
80,57,normal
41,32,normal
83,76,normal
81,57,normal
35,18,normal
11,17,normal
80,69,normal
86,72,normal
34,26,normal
10,27,normal
71,73,normal
40,42,normal
33,28,normal
89,89,overload
91,100,overload
33,26,normal
45,23,normal
41,55,normal
74,75,normal
25,27,normal
61,36,normal
49,55,normal
31,24,normal
10,4,normal
68,65,normal
93,100,overload
71,17,hose_break
87,99,normal
100,10,hose_break
91,68,normal
8,4,normal
59,39,normal
82,61,normal
49,48,normal
74,66,normal
30,42,normal
98,78,normal
82,98,overload
94,100,overload
88,94,overload
82,85,overload
66,62,normal
28,32,normal
61,47,normal
98,100,normal
6,0,normal
85,93,overload
78,2,hose_break
71,69,normal
65,63,normal
70,6,hose_break
93,82,normal
83,92,overload
83,58,normal
10,14,normal
38,25,normal
85,92,overload
87,90,overload
81,7,hose_break
5,0,normal
19,35,normal
82,73,normal
82,97,overload
64,47,normal
73,57,normal
4,0,normal
99,100,overload
52,55,normal
39,31,normal
83,88,overload
31,15,normal
90,5,hose_break
58,58,normal
84,91,overload
92,98,overload
5,0,normal
30,23,normal
76,64,normal
1,0,normal
51,55,normal
56,39,normal
74,56,normal
87,75,normal
55,57,normal
84,93,overload
53,37,normal
80,95,overload
59,50,normal
9,26,normal
80,76,normal
63,61,normal
68,53,normal
75,80,overload
92,96,overload
21,26,normal
80,73,normal
93,71,normal
97,100,overload
25,22,normal
80,74,normal
8,12,normal
75,80,overload
82,86,normal
70,47,normal
34,36,normal
74,92,normal
51,27,normal
70,6,hose_break
98,74,normal
88,88,normal
85,59,normal
44,44,normal
70,63,normal
7,12,normal
84,68,normal
62,53,normal
83,75,normal
79,79,normal
21,8,normal
4,0,normal
83,88,overload
85,80,overload
27,36,normal
2,0,normal
30,42,normal
87,84,normal
49,48,normal
13,1,normal
44,46,normal
6,4,normal
91,83,normal
97,100,overload
91,98,overload
95,100,overload
87,94,overload
95,55,normal
79,60,normal
82,60,normal
47,44,normal
100,100,overload
3,8,normal
47,52,normal
76,85,overload
86,63,normal
83,92,overload
28,18,normal
79,87,overload
96,100,overload
45,35,normal
52,43,normal
79,86,normal
62,35,normal
75,55,normal
88,7,hose_break
17,19,normal
42,23,normal
52,51,normal
86,67,normal
26,27,normal
33,29,normal
60,56,normal
77,80,overload
96,95,normal
93,100,overload
59,64,normal
96,84,normal
50,46,normal
54,55,normal
86,94,overload
38,17,normal
83,19,hose_break
35,20,normal
76,82,overload
78,85,normal
15,17,normal
57,43,normal
1,0,normal
13,4,normal
100,100,overload
31,25,normal
88,1,hose_break
96,19,hose_break
24,18,normal
86,94,overload
82,5,hose_break
76,13,hose_break
42,36,normal
18,22,normal
86,95,normal
11,16,normal
11,20,normal
93,100,overload
14,11,normal
64,62,normal
33,28,normal
97,84,normal
81,77,normal
100,85,normal
52,30,normal
29,21,normal
17,0,normal
88,74,normal
65,60,normal
66,60,normal
94,83,normal
93,100,overload
85,4,hose_break
18,17,normal
96,100,overload
94,73,normal
79,80,overload
31,30,normal
42,26,normal
98,78,normal
78,89,overload
82,91,overload
79,93,overload
69,71,normal
32,27,normal
85,84,normal
45,28,normal
43,36,normal
88,96,overload
78,66,normal
68,68,normal
1,3,normal
89,98,overload
83,98,overload
78,85,overload
88,89,normal
59,63,normal
66,65,normal
40,50,normal
84,92,overload
39,37,normal
85,89,overload
85,91,overload
90,99,overload
77,65,normal
98,100,overload
66,59,normal
86,18,hose_break
90,91,normal
45,33,normal
85,85,overload
82,93,overload
7,2,normal
68,56,normal
6,0,normal
27,28,normal
22,22,normal
46,52,normal
77,68,normal
88,100,overload
0,4,normal
40,38,normal
54,52,normal
88,98,overload
66,37,normal
42,44,normal
15,17,normal
45,57,normal
25,14,normal
91,99,overload
98,100,overload
100,87,normal
95,81,normal
99,100,overload
97,100,overload
2,0,normal
87,85,normal
82,95,overload
22,31,normal
3,0,normal
81,65,normal
80,94,normal
61,45,normal
83,58,normal
26,17,normal
88,86,overload
9,0,normal
72,58,normal
41,31,normal
23,2,normal
86,100,overload
54,43,normal
88,75,normal
43,34,normal
87,95,overload
89,100,overload
79,89,overload
81,89,overload
80,82,overload
76,80,overload
93,100,overload
53,42,normal
61,59,normal
34,13,normal
77,88,overload
22,16,normal
66,46,normal
81,89,overload
61,51,normal
100,100,overload
57,75,normal
93,78,normal
81,93,overload
78,10,hose_break
75,59,normal
73,65,normal
81,82,normal
86,88,overload
89,80,normal
69,74,normal
89,60,normal
93,4,hose_break
39,34,normal
87,71,normal
80,95,overload
84,88,overload
75,61,normal
25,0,normal
99,80,normal
39,52,normal
42,53,normal
43,38,normal
50,38,normal
15,15,normal
19,8,normal
25,18,normal
33,35,normal
80,86,overload
67,60,normal
52,52,normal
12,16,normal
82,3,hose_break
25,26,normal
41,20,normal
95,92,normal
34,23,normal
14,8,normal
66,67,normal
57,46,normal
94,86,overload
8,14,normal
5,7,normal
14,7,normal
40,53,normal
13,0,normal
48,43,normal
77,67,normal
100,73,normal
69,59,normal
77,80,normal
4,1,normal
82,16,hose_break
34,27,normal
66,66,normal
36,48,normal
87,6,hose_break
72,19,hose_break
12,20,normal
33,16,normal
39,26,normal
41,24,normal
93,100,overload
76,83,overload
88,100,overload
76,84,overload
89,95,overload
88,85,normal
1,3,normal
66,60,normal
44,34,normal
